PREFIXO: ;E3-066
NOME DO POSTO: ;GASPAR RICARDO
MUNICÍPIO: ;SAO VICENTE
CURSO D'ÁGUA: ;BRANCO/BRANCO DA CONCEICAO,R
LATITUDE: ;23°58'00"
LONGITUDE: ;46°30'00"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  09/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,0;  0,0;  0,0;  1,0;  7,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,5;  4,1;  0,0;  0,0;  0,0; 14,8;0,0;4,1;---;14,8;43,5
  10/1963; 23,5; 12,9;  8,8;  3,8;  1,8;  7,5;  0,8;  0,2;  0,0;  0,2;  0,2;  0,2;  0,2;  0,2;  0,8; 12,4;  0,7;  6,2;  1,7;  8,9;  0,0; 55,0;  0,8;  3,5;  3,1;  0,2;  3,2; 14,8;0,2;0,2;0,4;55,0;172,4
  11/1963;  0,0; 11,3; 50,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,0;  0,0; 12,5;  2,0;  0,0;  0,0; 48,0; 80,0;  0,0;  3,5; 10,0; 10,5; 15,0; 14,0; 10,3;  9,5;  9,5;  0,0;  0,0;  1,0;3,4;41,0;---;80,0;335,5
  12/1963;  0,2;  0,2;  3,5;  0,1;  0,2; 18,5;  3,3;  2,1;  2,0;  0,0;  0,0;  4,0;  0,5;  3,0;  0,2;  0,0;  0,0;  0,0;  0,0; 30,9;  7,9; 10,1;  1,0;  0,2;  0,1;  0,0;  1,2;  0,2;0,9;0,2;0,9;30,9;91,4
  01/1964; 13,0;  0,0;  0,4;  0,6;  5,0;  3,0;  0,0;  0,0;  4,5;  5,6;  6,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,6;  8,7;  0,0;  0,0;  0,0;  0,0;  0,6;  0,0;  0,9;  0,2;  0,0;0,1;1,0;0,0;13,0;57,7
  02/1964;  0,0;  0,0;  9,0;  2,0;  0,0;  0,0;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  7,5;  7,4; 10,4;  0,0;  1,0;  2,0; 29,0; 71,8; 27,6;  0,4;  2,3;  5,2;  0,5;  0,5;  0,0;  0,0;0,0;---;---;71,8;177,0
  03/1964;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 70,6; 40,6;  0,0;  0,0;  0,0;  0,0;  0,0; 23,0; 77,0; 52,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;33,2;28,7;31,3;77,0;356,9
  04/1964;  6,4; 25,6;  3,2;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,3;  0,4;  0,5;  4,9;  0,2;  0,0;  0,0; 76,8;  0,9;  0,0;  0,5;20,9;0,7;---;76,8;146,9
  05/1964;  3,5;  3,7; 10,7;  0,0;  7,0;  0,0;  0,0; 80,5; 10,6;  0,0;  0,0;  0,0;  0,0; 25,0; 39,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 16,7;  0,0;  0,0;  0,0;  0,0;35,0;30,8;6,5;80,5;269,0
  06/1964;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5; 30,8; 27,0;  7,0; 20,0;  0,0; 26,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,0;  7,0;  6,0;7,0;8,0;---;30,8;149,3
  07/1964;  0,0;  0,0;  0,0;  1,5;  0,0;  7,0;  1,0;  0,0;  4,0;  3,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,7;  0,0;  0,0;  0,0;0,0;0,0;0,0;10,7;37,5
