PREFIXO: ;E3-065
NOME DO POSTO: ;GASPAR RICARDO (EFS)
MUNICÍPIO: ;SAO VICENTE
CURSO D'ÁGUA: ;BRANCO/BRANCO DA CONCEICAO,R
LATITUDE: ;23°58'00"
LONGITUDE: ;46°30'00"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  10/1945;  0,8;  0,0;  0,0;  0,0;  0,3;  2,4;  1,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;0,0;0,5;0,0;2,4;5,2
  12/1945;  0,0;  0,0;  0,0;  0,0;150,3; 33,0; 23,0;  0,0;  0,0;  0,0;  2,2;  3,4;  0,0;  0,0;  0,0;  0,0;  0,0;  2,4;  0,1;  0,0;  0,0;  0,0;  0,0;  0,1;  0,1;  2,2;  0,0;  0,0;2,4;1,4;2,5;150,3;223,1
  01/1946;  1,2;  1,9;  0,0;  0,0;  1,0;  0,0;  1,0;  0,5;  0,0;  2,0;  1,5;  3,2;  0,0;  0,0;  1,5;  2,2;  3,2;  0,0;  5,0;  3,2;  5,5;  3,2;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0;3,1;0,0;0,0;5,5;40,7
  03/1946;  0,0;  0,0;  3,2;  5,2;  4,1;  4,1;  0,0;  0,0;  0,0;  3,2;  2,0;  5,1;  6,0;  0,8;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5;  2,5;  7,2;  0,0;  1,0;0,0;0,0;0,0;7,2;45,0
  04/1946;  0,0;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,5;  0,4;  2,5;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;2,5;4,6
  05/1946;  0,0;  1,5;  0,0;  0,0;  2,0;  0,0;  0,0;  1,5;  2,0;  1,5;  1,5;  0,0;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,2;  0,0;1,5;2,0;0,0;3,2;17,7
  06/1946;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 32,0; 12,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,0;  0,0;  0,0;  0,0; 30,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;3,0;5,0;---;32,0;100,0
  07/1946;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,1;  1,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;4,1;10,5
  08/1946;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 22,0; 33,0;  0,0;  0,0;  0,0;  0,0; 10,0;0,0;0,0;0,0;33,0;70,0
  09/1946;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 22,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;40,0;---;40,0;62,5
  10/1946;  0,0; 22,0; 12,0; 18,0; 26,0; 26,0; 31,0; 10,0;  6,0; 15,0; 13,0; 38,0; 30,0;  5,0;  0,0;  4,0; 22,0; 28,0; 15,0; 36,0;  0,0;  5,0;  3,0;  2,0; 38,0;  2,0;  0,0; 16,0;2,0;0,0;0,0;38,0;425,0
  11/1946;  2,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 38,0;  0,0;  0,0; 32,0; 10,0;  0,0;  5,0;  0,0;  2,0; 25,0;  0,0;  0,0;  0,0; 10,0; 28,0;  5,0; 30,0;  0,0;0,0;0,0;---;38,0;187,0
  12/1946;  0,0;  0,0;  0,0;  0,0;  0,0; 32,0;  5,0;  7,2; 41,0;  0,0;  0,0;  0,0;  0,0;---;---;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 36,3;  7,2; 23,7; 28,0;  8,0;  8,0;  0,0;0,0;0,6;0,3;---;---
  01/1947;  0,0; 37,0;  0,0;  0,0; 24,0; 20,0;  0,0; 22,6;  0,1;  0,1; 16,1;  3,0;  0,0; 67,1;  0,7; 21,5;  0,0;  0,0; 12,6;  5,2;  0,0;  0,0;  0,0;103,2; 51,0; 50,2; 13,9; 47,0;0,0;1,2;0,0;103,2;496,5
